TYPE ECA
VALUE tg
CN DE
DATE 20160518





STAID SOUID STANAME VAL VALQ LAT LON HIGH
4312 129756 WITTENBORN 12.4 0 53.9195 10.225 39 
4313 124848 KUMMERSBRUCK 10.5 0 49.424 11.9012 417 
4314 124860 KUNZELSAU -9999 9 49.275 9.68933 225 
4315 124872 KULMBACH -9999 9 50.1008 11.4503 330 
4316 124884 KUMHAUSEN -9999 9 48.508 12.1517 436 
4317 124896 KUSEL-FUNFBIRKEN -9999 9 49.5562 7.4085 296 
4318 124908 KYRITZ 13.3 0 52.9362 12.4063 40 
4319 124920 LAAGE(FLUGPLATZ) 12.7 0 53.9167 12.2765 40 
4320 124932 MERKLINGEN 10.9 0 48.5078 9.75933 685 
4321 124944 LAMSPRINGE -9999 9 51.957 10.0167 214 
4322 124956 LANDSBERG(FLUGPLATZ) 12 0 48.0727 10.9087 621 
4323 124956 LANDSBERG(FLUGPLATZ) 12 0 48.0727 10.9087 621 
4324 124980 LANDSHUT -9999 9 48.5353 12.1087 393 
4325 124992 BAMBERG-ALTENBURG -9999 9 49.8757 10.869 382 
4326 100148 FRANKFURT 14.7 0 50.0412 8.59233 112 
4327 125016 BAMBERG(STERNWARTE) -9999 9 49.8847 10.887 282 
4328 125028 LANGENLIPSDORF 13.1 0 51.9177 13.0867 91 
4329 125040 BADLANGENSALZA -9999 9 51.1177 10.6548 175 
4330 125052 LANGEOOG -9999 9 53.7408 7.4735 5 
4331 131148 DORPEN 13.9 0 52.9532 7.31817 8 
4332 125076 BADLAUCHSTADT -9999 9 51.3888 11.8747 119 
4333 125088 LAUDA-KONIGSHOFEN-GERLACHSHEIM -9999 9 49.5742 9.70917 199 
4334 125100 LAUPHEIM 12.3 0 48.2175 9.90567 539 
4335 122880 ANKLAM 13.2 0 53.8392 13.6847 9 
4336 125124 LECHFELD 11.8 0 48.1852 10.8503 550 
4337 125148 LECK 11.5 0 54.7888 8.94283 7 
4338 125148 LECK 11.5 0 54.7888 8.94283 7 
4339 125160 LEHBEK -9999 9 54.7393 9.87483 9 
4340 129228 TEUSCHNITZ 9.7 0 50.4008 11.3875 633 
4341 102390 STRAUBING 10.5 0 48.8237 12.5562 351 
4342 125196 LEINAU -9999 9 47.9075 10.608 663 
4343 125208 LEINEFELDE 12.1 0 51.3845 10.301 356 
4344 125220 LEIPZIG-HOLZHAUSEN 13.5 0 51.3098 12.4418 138 
4345 125232 LENNESTADT-THETEN 12.9 0 51.134 8.03483 286 
4346 125244 LENNINGEN-SCHOPFLOCH -9999 9 48.5377 9.52367 758 
4347 125256 BARSINGHAUSEN-HOHENBOSTEL 14.3 0 52.3192 9.425 110 
4348 125268 LENSAHN -9999 9 54.219 10.8847 14 
4349 125280 LENZEN/ELBE 13.3 0 53.1015 11.486 20 
4351 125304 KOLN-STAMMHEIM 15.5 0 50.9877 6.97367 43 
4352 125316 LICHTENHAIN-MITTELNDORF 12.3 0 50.937 14.2065 321 
4353 125328 BARTH 12.9 0 54.3377 12.7063 3 
4354 125340 BADLIEBENZELL -9999 9 48.7707 8.72433 352 
4355 125352 LILIENTAL -9999 9 48.0675 7.67333 284 
4356 131532 RUNKEL-ENNERICH 13.7 0 50.3907 8.13983 168 
4357 125376 LIMBURGERHOF -9999 9 49.4072 8.39267 96 
4358 125388 LINDENBERG/ALLGAU -9999 9 47.5927 9.88667 760 
4359 125400 LINDENFELS-WINTERKASTEN -9999 9 49.7077 8.7755 445 
4360 125412 LINGEN 14.2 0 52.5182 7.30483 22 
4361 125424 LIPPSTADT-BOKENFORDE 14.3 0 51.634 8.3905 92 
4362 125436 BADLOBENSTEIN 10.8 0 50.4512 11.6333 500 
4363 125448 BARUTH 13.7 0 52.0572 13.5017 55 
4364 125460 LOHNBERG-OBERSHAUSEN 12.8 0 50.558 8.23733 230 
4365 125472 LONINGEN 13.3 0 52.7205 7.7415 22 
4366 125472 LONINGEN 13.3 0 52.7205 7.7415 22 
4367 125496 LOHR/MAIN-STEINBACH -9999 9 50.0068 9.6065 161 
4368 122700 GEISENHEIM 14.3 0 49.9843 7.95267 110 
4369 121236 MANNHEIM 15.4 0 49.506 8.553 96 
4370 125532 LUBBEN-BLUMENFELDE 13.2 0 51.9235 13.8758 57 
4371 125556 LUBECK-BLANKENSEE 12.7 0 53.8063 10.704 5 
4372 125556 LUBECK-BLANKENSEE 12.7 0 53.8063 10.704 5 
4373 125556 LUBECK-BLANKENSEE 12.7 0 53.8063 10.704 5 
4374 125580 LUCHOW 12.7 0 52.971 11.1368 17 
4375 125592 LUDENSCHEID(ZEPPELIN-GYMNASIUM) -9999 9 51.2085 7.63533 444 
4376 125604 LUDENSCHEID 13 0 51.2413 7.63917 387 
4377 131520 LUDINGHAUSEN-BROCHTRUP 13.9 0 51.7675 7.51883 59 
4378 125628 LUNEBURG -9999 9 53.2668 10.4218 11 
4379 125640 LUISENTHAL(TALSPERRE) -9999 9 50.7672 10.7195 528 
4380 125652 MAINHARDT-ZIEGELBRONN -9999 9 49.0592 9.5765 473 
4381 125664 MAINZ-LERCHENBERG(ZDF) 14.2 0 49.9675 8.207 195 
4382 131544 MAISACH-GALGEN 11.7 0 48.2048 11.2027 530 
4383 125688 MALLERSDORF/NIEDERBAYERN 10.9 0 48.7735 12.2527 410 
4384 125700 KR.BAUTZENKUBSCHUTZ 13.4 0 51.157 14.5033 232 
4385 125712 MANDERSCHEID-SONNENHOF 11.4 0 50.1017 6.80117 413 
4386 125724 MANSCHNOW 13.4 0 52.5422 14.5418 12 
4387 125736 VATTERODE-GRAFENSTUHL -9999 9 51.6057 11.4092 240 
4388 125748 KR.MARBURG-BIEDENKOPFCOLBE 13.5 0 50.8502 8.77117 182 
4389 125760 MARIENBERG 10.2 0 50.6512 13.1423 639 
4390 125772 BADMARIENBERG 11.1 0 50.6578 7.95567 547 
4391 102203 WESTERMARKELSDORF/FEHMARN 12.1 0 54.5243 11.057 3 
4392 125796 MARTINRODA 12.2 0 50.734 10.8765 430 
4393 125808 HEINERSREUTH-VOLLHOF 12.2 0 49.9673 11.5192 350 
4394 125820 MAUTH-FINSTERAU -9999 9 48.9353 13.5735 1004 
4395 125832 MAYEN -9999 9 50.3222 7.225 230 
4396 132384 BUCKEBURG 14.1 0 52.2757 9.086 68 
4397 102406 KONSTANZ 13.8 0 47.6735 9.18783 443 
4398 125868 MEHRINGEN 13.2 0 51.7228 11.5075 107 
4399 125880 MEINERZHAGEN(A) -9999 9 51.0927 7.66733 506 
4400 125892 GARSEBACHBEIMEISSEN 13.2 0 51.125 13.4338 157 
4401 125904 MELLE -9999 9 52.2033 8.33683 89 
4402 125916 MEMMINGEN 11.9 0 47.9765 10.1368 615 
4403 125916 MEMMINGEN 11.9 0 47.9765 10.1368 615 
4404 125940 MENDIG -9999 9 50.3667 7.31667 181 
4406 125964 MEPPEN 13.7 0 52.7265 7.3265 19 
4407 125976 BAD-NEUNKIRCHENMERGENTHEIM 13.4 0 49.4735 9.75783 250 
4408 125988 MESSSTETTEN 10.2 0 48.184 8.98883 920 
4409 126000 BECKUM-UNTERBERG -9999 9 51.7197 8.055 120 
4410 126012 METTEN 10.1 0 48.8533 12.9188 313 
4411 126024 METZINGEN 14.1 0 48.5363 9.27117 355 
4412 126036 BEDERKESA -9999 9 53.6217 8.8265 27 
4413 126048 MICHELSTADT 14.5 0 49.6687 9.00717 240 
4414 126060 MICHELSTADT-VIELBRUNN 13.6 0 49.718 9.10033 453 
4415 126072 SCHMIERITZ-WELTWITZ 13.1 0 50.7243 11.7847 349 
4416 126084 MILTENBERG -9999 9 49.7078 9.22267 128 
4417 126096 MITTEL-GRUNDAU -9999 9 50.2243 9.1045 155 
4418 126108 MITTENWALD-BUCKELWIESEN 9.8 0 47.4737 11.2667 981 
4419 126120 BEERFELDEN 12.7 0 49.5577 8.968 450 
4420 126132 MODAUTAL-NEUNKIRCHEN -9999 9 49.7337 8.7735 508 
4421 122976 GRAMBEK 12.1 0 53.5713 10.675 27 
4422 126156 ROLLBACH 13.3 0 49.7593 9.2525 239 
4423 129348 TONISVORST 14.6 0 51.2878 6.44033 37 
4424 126180 MONTABAUR 13.4 0 50.4368 7.80383 265 
4425 126192 MORINGEN-LUTTERBECK 11.1 0 51.7197 9.83483 240 
4426 123936 HOHWACHT 12.4 0 54.319 10.6712 10 
4427 126216 MUHLACKER 13.2 0 48.9705 8.87117 244 
4428 126228 MUHLDORF 11.9 0 48.2747 12.5023 405 
4429 126240 MUHLHAUSEN -9999 9 51.2053 10.3913 300 
4430 126252 MUNCHEBERG 13.6 0 52.518 14.1217 63 
4431 100187 MUENCHEN 13.4 0 48.1585 11.5398 515 
4432 100187 MUENCHEN 13.4 0 48.1585 11.5398 515 
4433 100187 MUENCHEN 13.4 0 48.1585 11.5398 515 
4434 126300 MUNCHEN-PERLACH -9999 9 48.089 11.65 542 
4435 126312 MUNCHEN-RIEM -9999 9 48.136 11.7063 529 
4436 126324 MUNSINGEN-APFELSTETTEN 11 0 48.3852 9.48383 750 
4438 126348 MURRHARDT -9999 9 48.971 9.56967 344 
4439 126360 BADMUSKAU 12.7 0 51.5672 14.7003 125 
4440 126372 BELM 13.6 0 52.3175 8.169 103 
4441 126384 NAGOLD -9999 9 48.5672 8.71817 380 
4442 126396 BADNAUHEIM 14.9 0 50.3683 8.75933 142 
4443 129468 TROLLENHAGEN 13.1 0 53.6012 13.3035 69 
4444 126420 NEUBURG/DONAU(FLUGPLATZ) 11.3 0 48.7055 11.206 380 
4445 126432 NEUBURG/KAMMEL-LANGENHASLACH 12.4 0 48.3075 10.3735 495 
4446 126444 NEUDENAU -9999 9 49.2898 9.2705 212 
4447 126456 BENDORF -9999 9 50.4087 7.58683 127 
4448 126468 BAD-AHRWEILERNEUENAHR 14.8 0 50.5347 7.0845 111 
4449 126480 MENZ 12.3 0 53.1018 13.0397 77 
4450 126492 NEUHAUSAMRENNWEG 8.5 0 50.5008 11.1347 845 
4451 126504 NEUHAUSENOBECK -9999 9 47.9727 8.9065 793 
4452 126516 NEUHAUSENOBECK-UNTERSCHWANDORF -9999 9 47.9518 8.98983 663 
4453 126528 NEUKIRCHEN-HAUPTSCHWENDA 12.1 0 50.8893 9.40383 500 
4454 123936 HOHWACHT 12.4 0 54.319 10.6712 10 
4455 132288 PADENSTEDT(PONY-PARK) 12.7 0 54.019 9.92267 17 
4456 126564 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 13.8 0 50.8407 7.36983 195 
4457 126564 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 13.8 0 50.8407 7.36983 195 
4458 126588 NEUNKIRCHEN-WELLESWEILER 12.7 0 49.34 7.22483 236 
4459 126600 BENSHEIM -9999 9 49.6747 8.62367 140 
4460 126612 NEUSTADT/AISCH -9999 9 49.571 10.6008 315 
4461 126624 NEUSTADTAMKULM-FILCHENDORF 10.6 0 49.8177 11.8592 452 
4462 126636 NEUSTADT/WEINSTRASSE -9999 9 49.3548 8.13817 163 
4463 126648 NEUSTADT/WEINSTRASSE(HEIDEHOF) -9999 9 49.3427 8.1765 125 
4464 126660 NEUSTRELITZ -9999 9 53.356 13.051 64 
4465 121140 REGENSBURG 11.3 0 49.0393 12.1018 365 
4466 126684 NIDDERAU-WINDECKEN -9999 9 50.234 8.88917 180 
4467 126696 NIDEGGEN-SCHMIDT 12.8 0 50.672 6.42117 350 
4468 126180 MONTABAUR 13.4 0 50.4368 7.80383 265 
4469 126720 NIEDERSTETTEN 12.3 0 49.3928 9.95917 473 
4470 131988 HERMARINGEN-ALLEWIND 10.7 0 48.6063 10.2682 468 
4471 126744 NIENBURG 12.9 0 52.6702 9.22117 25 
4472 126756 REIMLINGEN 11.3 0 48.8225 10.5047 435 
4473 126768 NORVENICH(FLUGPLATZ) 14.6 0 50.824 6.6555 111 
4474 126780 NORDHOLZ(FLUGPLATZ) 13.1 0 53.7587 8.6545 25 
4475 126792 NORDHORN -9999 9 52.4378 7.10333 24 
4476 126804 NURBURG -9999 9 50.3375 6.95033 627 
4477 126816 BERG/OBERPFALZ -9999 9 49.3258 11.4257 421 
4478 102382 NURNBERG 12.4 0 49.5025 11.054 314 
4479 126840 NURNBERG-NETZSTALL 10.5 0 49.4227 11.2532 368 
4480 126852 NURTINGEN -9999 9 48.6265 9.32283 280 
4481 126864 NUFRINGEN -9999 9 48.6197 8.8915 457 
4482 126876 KIEFERSFELDEN-GACH 12.2 0 47.6182 12.1675 518 
4483 126888 BERGEN 11.6 0 52.8167 9.9265 70 
4484 126900 OBERNDORF/NECKAR-AISTAIG -9999 9 48.3093 8.57117 480 
4485 126912 OBERSCHLEISSHEIM -9999 9 48.24 11.5523 484 
4486 126924 OBERSULM-WILLSBACH 13.7 0 49.124 9.352 230 
4487 126936 OBERTAUFKIRCHEN -9999 9 48.2585 12.2732 455 
4488 126948 OBERVIECHTACH 9.8 0 49.4518 12.4362 596 
4489 126960 OBERWESER-GIESELWERDER -9999 9 51.6018 9.53683 125 
4490 126972 OCHSENHAUSEN-MITTELBUCH -9999 9 48.0407 9.8765 626 
4491 126984 OCHSENKOPF -9999 9 50.0252 11.8053 1014 
4492 126996 OCHTRUP -9999 9 52.2033 7.17417 56 
4493 121248 OFFENBACH-WETTERPARK 14.6 0 50.0868 8.78517 119 
4494 122772 OHLSBACH 14.7 0 48.4337 7.98933 176 
4495 127032 BADBERGZABERN 14.2 0 49.1048 7.9915 252 
4496 127044 OLDENBURG(A) -9999 9 53.1018 8.2515 5 
4497 127056 OLDENBURG -9999 9 53.1735 8.17567 11 
4498 127068 OSCHATZ 13.5 0 51.2915 13.09 150 
4499 126372 BELM 13.6 0 52.3175 8.169 103 
4500 127092 OSTERFELD 13.2 0 51.0863 11.9255 246 
4501 127104 OSTERHOF -9999 9 49.5025 7.2735 338 
4502 127116 OSTHEIMV.D.RHON 11.7 0 50.453 10.2198 312 
4503 127128 OY-MITTELBERG -9999 9 47.6368 10.4262 1010 
4504 127140 OY-MITTELBERG-PETERSTHAL 11 0 47.6353 10.3875 872 
4505 127152 PAPENBURG -9999 9 53.0593 7.47583 7 
4506 127164 BADBERLEBURG -9999 9 51.0413 8.38483 445 
4507 127176 PARSBERG/OBERPFALZ-EGLWANG 10.8 0 49.151 11.6878 549 
4508 127188 PASSAU-MAIERHOF -9999 9 48.5757 13.4167 327 
4509 127200 PASSAU-OBERHAUS -9999 9 48.574 13.4692 409 
4510 127212 PAUSA-UNTERREICHENAU -9999 9 50.6005 11.9922 442 
4511 127224 PELZERHAKEN 12.7 0 54.0877 10.8737 1 
4512 127248 PERL-NENNIG 13.3 0 49.5353 6.37517 152 
4513 127248 PERL-NENNIG 13.3 0 49.5353 6.37517 152 
4514 127260 BAD-STUNZELBERLEBURG 10.7 0 50.9843 8.368 610 
4515 127272 PETKUS -9999 9 51.9877 13.3575 145 
4517 126216 MUHLACKER 13.2 0 48.9705 8.87117 244 
4518 127308 PFORZHEIM-ISPRINGEN 13.2 0 48.9263 8.69133 333 
4519 127320 PFULLENDORF 11 0 47.9345 9.286 630 
4520 129720 WAGHAUSEL-KIRRLACH 15.4 0 49.2407 8.53617 105 
4521 127344 PIRMASENS 13.4 0 49.1885 7.58617 390 
4522 127356 PLAUEN 12.4 0 50.4765 12.1257 386 
4523 131160 DORNICK 12.5 0 54.1667 10.3523 26 
4524 127380 POMMELSBRUNN -9999 9 49.504 11.5093 368 
4525 127392 POMMELSBRUNN-MITTELBURG 10.9 0 49.474 11.5353 522 
4528 127428 PRIEN-STOCK -9999 9 47.8557 12.3583 530 
4529 127440 BERLIN-BUCH 14.1 0 52.6262 13.5023 60 
4530 131544 MAISACH-GALGEN 11.7 0 48.2048 11.2027 530 
4531 127464 PUTBUS 11.7 0 54.3593 13.4737 40 
4532 127476 QUAKENBRUCK -9999 9 52.669 7.95317 25 
4533 100133 BERLIN-DAHLEM 13.7 0 52.4583 13.301 51 
4534 127500 QUEDLINBURG 14.2 0 51.7913 11.1265 142 
4535 127512 QUERFURT-MUHLELODERSLEBEN 12 0 51.3877 11.539 204 
4536 127536 QUICKBORN 12.6 0 53.734 9.87367 13 
4537 127536 QUICKBORN 12.6 0 53.734 9.87367 13 
4538 127548 RADOLFZELL-MARKELFINGEN -9999 9 47.7413 9.001 407 
4539 127560 RAHDEN-VARL 13.4 0 52.4422 8.5705 42 
4540 130236 WIELENBACH(DEMOLLSTR.) 11.8 0 47.8833 11.1553 550 
4541 127584 RASTATT -9999 9 48.842 8.1855 114 
4542 127596 RASTENBERG -9999 9 51.1733 11.4183 200 
4543 127608 RAUSCHBERGBEIRUHPOLDING -9999 9 47.7333 12.6838 1640 
4544 127620 KR.RAVENSBURGWEINGARTEN 13 0 47.8042 9.61967 440 
4545 127632 RECKLINGHAUSEN -9999 9 51.622 7.17633 109 
4546 127644 BERLIN-KANISWALL 14 0 52.4033 13.7263 33 
4547 132276 PIDING 11.7 0 47.7705 12.9053 458 
4549 127680 MARIENBERG-REITZENHAIN -9999 9 50.5568 13.221 764 
4550 127692 REMETSCHWIEL -9999 9 47.6742 8.152 760 
4551 127704 REMSCHEID-LENNEP 12.8 0 51.1752 7.25083 345 
4552 123924 HOHN 12.5 0 54.3077 9.53683 10 
4553 127728 RENNINGEN-IHINGERHOF 12.4 0 48.7393 8.92167 478 
4554 126024 METZINGEN 14.1 0 48.5363 9.27117 355 
4555 127752 RHEINAU-MEMPRECHTSHOFEN 14.8 0 48.6692 7.99067 131 
4556 111448 BERLIN-TEMPELHOF 15 0 52.4677 13.4023 48 
4557 127776 RHEINE-BENTLAGE 13.9 0 52.2868 7.38517 40 
4558 127788 RHEINFELDEN -9999 9 47.558 7.78983 287 
4559 100133 BERLIN-DAHLEM 13.7 0 52.4583 13.301 51 
4560 127812 KREISBIBERACHALTHEIM 11.5 0 48.1427 9.45633 533 
4561 127824 BERLIN-MARZAHN 14.4 0 52.5408 13.557 60 
4562 131964 TREUEN 11.3 0 50.5413 12.2853 465 
4563 121152 BERLIN-TEGEL 14.7 0 52.5593 13.3063 36 
4564 127860 ROHRIGSHOFBEISCHLUCHTERN -9999 9 50.3765 9.51667 397 
4565 127872 ROETGEN -9999 9 50.6383 6.20383 440 
4566 127932 BERLIN-SCHONEFELD 14 0 52.3758 13.5262 46 
4567 127896 ROSENHEIM 12.4 0 47.8722 12.1242 444 
4568 127908 ROTENBURG(WUMME) 12.7 0 53.1248 9.33767 32 
4569 127920 ROTHBEINURNBERG -9999 9 49.2512 11.09 340 
4570 127932 BERLIN-SCHONEFELD 14 0 52.3758 13.5262 46 
4571 127944 ROTH 11.3 0 49.2095 11.1015 385 
4572 127956 ROTHENBURGOBDERTAUBER 12.5 0 49.3847 10.1712 415 
4573 127968 BADROTHENFELDE -9999 9 52.1032 8.17633 95 
4574 127980 ROTTENBURG-KIEBINGEN -9999 9 48.4695 8.96833 360 
4575 121152 BERLIN-TEGEL 14.7 0 52.5593 13.3063 36 
4576 128004 ROTTWEIL 11.7 0 48.1758 8.63483 588 
4577 128016 BADKREUZNACH 14.9 0 49.851 7.87017 102 
4578 131160 DORNICK 12.5 0 54.1667 10.3523 26 
4579 128040 RUPPERTSECKEN 12.9 0 49.642 7.88383 461 
4580 128052 RUSEL-IRLMOOS -9999 9 48.8732 13.0503 797 
4581 121152 BERLIN-TEGEL 14.7 0 52.5593 13.3063 36 
4582 128076 RUTESHEIM -9999 9 48.802 8.954 449 
4583 128088 SAALFELD -9999 9 50.6545 11.3877 235 
4584 131292 SAARBRUCKEN-BURBACH 13.7 0 49.2383 6.93433 190 
4585 128112 SACHSENHEIM 13.9 0 48.9547 9.06983 248 
4586 111448 BERLIN-TEMPELHOF 15 0 52.4677 13.4023 48 
4587 128136 SALDENBURG-ENTSCHENREUTH 9.5 0 48.7838 13.3095 456 
4588 100133 BERLIN-DAHLEM 13.7 0 52.4583 13.301 51 
4589 128160 SALZGITTER-RINGELHEIM -9999 9 52.0353 10.304 138 
4590 128172 SALZHEMMENDORF-LAUENSTEIN -9999 9 52.0742 9.55183 175 
4591 128184 BADSALZUFLEN 14 0 52.1033 8.75183 135 
4592 128196 SALZWEDEL -9999 9 52.8548 11.1398 23 
4593 128208 SANDBERG 11.8 0 50.3518 10.0025 510 
4594 128220 SANKTPETER-ORDING 12.4 0 54.3243 8.60167 5 
4595 129252 THOLEY 12.6 0 49.4713 7.03683 386 
4596 129252 THOLEY 12.6 0 49.4713 7.03683 386 
4597 128256 BAD-OSTINGHAUSENSASSENDORF -9999 9 51.634 8.18617 81 
4598 128268 SCHAAFHEIM-SCHLIERBACH 15.3 0 49.9188 8.9675 155 
4599 122460 FREIBURG 14.4 0 48.0212 7.8345 236 
4600 128292 SCHAUMBERG-THOLEY -9999 9 49.4858 7.02433 569 
4601 125100 LAUPHEIM 12.3 0 48.2175 9.90567 539 
4602 128316 SCHENKLENGSFELD -9999 9 50.8173 9.8415 314 
4603 128328 SCHESSLITZ -9999 9 49.9722 11.0377 317 
4604 128340 SCHIEDER -9999 9 51.9078 9.1525 155 
4605 128352 SCHIERKE 8.2 0 51.7667 10.653 609 
4606 128364 BERNBURG/SAALE(NORD) 13.5 0 51.8205 11.7068 84 
4607 128376 SCHLEIZ 11.5 0 50.569 11.8033 501 
4608 102195 SCHLESWIG 12.6 0 54.524 9.54283 43 
4609 128400 SCHLOSSBOCKELHEIM -9999 9 49.7915 7.7555 170 
4610 128412 SCHLUCHTERN-KLOSTERGOMFRITZ -9999 9 50.3848 9.53533 375 
4611 128424 SCHLUCHTERN-HEROLZ 13.2 0 50.3407 9.553 230 
4612 128436 SCHMALENBECK -9999 9 53.6578 10.2533 45 
4613 128448 SCHMALKALDEN 12.1 0 50.7225 10.4532 330 
4614 128460 SCHMATZFELD -9999 9 51.8765 10.7667 198 
4615 128472 SCHMELZ-HUTTERSDORF -9999 9 49.4205 6.8375 223 
4616 128484 GROSSENKNETEN 13.2 0 52.9343 8.23467 44 
4617 128496 SCHMUCKE 8 0 50.6533 10.7692 937 
4618 128508 SCHNEIFELFORSTHAUS 9.6 0 50.3 6.41683 649 
4619 128520 BERNKASTEL-KUES -9999 9 49.9177 7.0675 120 
4620 128532 SELB/OBERFRANKEN-LAUTERBACH 10 0 50.2033 12.1403 609 
4621 128544 SCHOPFHEIM-EICHEN -9999 9 47.6415 7.83983 400 
4622 128556 SCHORNDORF-KNOBLING 8.9 0 49.1593 12.6182 399 
4623 128568 SCHOTTEN 13 0 50.4897 9.121 265 
4624 128580 SCHULENBERG -9999 9 51.8362 10.4262 504 
4625 128592 SCHWABACH(A) -9999 9 49.3228 11.0078 343 
4626 131352 SCHWABISCHGMUND-WEILER 13 0 48.769 9.87167 413 
4627 128616 SCHWABISCHHALL-BIBERSFELD -9999 9 49.0763 9.68617 349 
4628 111527 MUENCHEN-FLUGHAFEN 12.2 0 48.3548 11.8055 444 
4629 128640 BADSCHWALBACH -9999 9 50.1377 8.058 320 
4630 128652 SCHWANDORF 10.9 0 49.324 12.0863 356 
4631 128664 SCHWANEBECK -9999 9 51.9592 11.1198 117 
4632 128676 SCHWANGAU-HORN -9999 9 47.5733 10.7182 792 
4633 128688 SCHWARZBURG 12 0 50.6407 11.19 277 
4634 128700 BERUS 12.3 0 49.2592 6.686 363 
4635 128712 SCHWEINFURT-GARTENSTADT -9999 9 50.055 10.2168 240 
4636 128724 SCHWESING -9999 9 54.5175 9.13917 37 
4637 128736 SEEHAUSEN 13.5 0 52.889 11.725 21 
4638 126564 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 13.8 0 50.8407 7.36983 195 
4639 128760 SEESEN 12.8 0 51.9033 10.1873 186 
4640 129756 WITTENBORN 12.4 0 53.9195 10.225 39 
4641 128532 SELB/OBERFRANKEN-LAUTERBACH 10 0 50.2033 12.1403 609 
4642 128796 SIEGEN(KLARANLAGE) 13.7 0 50.8527 7.99183 263 
4643 128808 SIGMARINGEN(FLUGPLATZ) -9999 9 48.1 9.25 645 
4644 128820 SIGMARINGEN-LAIZ 11.1 0 48.0703 9.1905 580 
4645 128832 SIGMARSZELL-ZEISERTSWEILER 13.4 0 47.5737 9.73833 507 
4646 128844 SILBERHUTTE -9999 9 49.7563 12.3877 819 
4647 128856 SIMBACH/INN 12.5 0 48.2703 13.024 360 
4648 128868 SIMMERN-WAHLBACH 12 0 50.001 7.5915 437 
4649 128880 SINSHEIM -9999 9 49.2407 8.87433 169 
4650 128892 STEINAU-SEIDENROTH -9999 9 50.2868 9.4555 342 
4651 130584 WUPPERTAL-BUCHENHOFEN 14.1 0 51.2222 7.1035 130 
4652 128916 SOLTAU 11.8 0 52.957 9.79133 76 
4653 128928 SONDERSHAUSEN -9999 9 51.3518 10.9042 216 
4654 128940 WARTHAUSEN-BIRKENHARD -9999 9 48.1222 9.759 599 
4655 128952 SONNEBERG-NEUFANG -9999 9 50.372 11.1838 626 
4656 128964 SONTRA 11.7 0 51.057 9.92317 365 
4657 128976 BADSOODEN-ALLENDORF -9999 9 51.2755 9.98483 199 
4658 128988 SPEINSHART -9999 9 49.7853 11.8202 424 
4659 129000 SPOREN-PRUSSENDORF -9999 9 51.6032 12.1063 87 
4660 129012 BIEDENKOPF -9999 9 50.9192 8.52333 349 
4661 129024 STAMMBACH-QUERENBACH -9999 9 50.1525 11.7383 598 
4662 129036 STEGEN -9999 9 47.986 7.94183 363 
4663 129048 KR.CUXHAVENSTEINAU 13 0 53.6907 8.87167 1 
4664 129060 STEINBERG -9999 9 51.3585 9.68817 500 
4665 129072 MITTELNKIRCHEN-HOHENFELDE 13.2 0 53.5517 9.6055 1 
4666 129084 STIEGE -9999 9 51.6682 10.8833 494 
4667 129096 STOCKACH -9999 9 47.856 9.00983 532 
4668 129108 WAGERSROTT 12.1 0 54.6667 9.80267 40 
4669 129120 STUTTGART(NECKARTAL) -9999 9 48.7877 9.21733 224 
4670 129132 STUTTGART-STADT -9999 9 48.7688 9.17617 286 
4671 129144 STUTTGART-HOHENHEIM -9999 9 48.7087 9.20617 401 
4672 131424 DEMKER 13.3 0 52.505 11.8538 36 
4673 129168 TANN/RHON 12.8 0 50.637 10.0205 395 
4674 129180 TAUBERBISCHOFSHEIM-DITTIGHEIM -9999 9 49.6078 9.672 179 
4675 129192 TEGKWITZ 12.5 0 50.974 12.34 193 
4676 129204 TETEROW 12.6 0 53.7575 12.5548 38 
4677 129216 WORPSWEDE-HUTTENBUSCH 12.8 0 53.2732 8.98533 7 
4678 129228 TEUSCHNITZ 9.7 0 50.4008 11.3875 633 
4679 121380 DREWITZBEIBURG 14.1 0 52.2177 12.159 80 
4680 129252 THOLEY 12.6 0 49.4713 7.03683 386 
4681 129264 BISCHBRUNN -9999 9 49.872 9.48683 412 
4682 129276 THUNGERSHEIM -9999 9 49.8758 9.84117 185 
4683 129288 TIEFENORT -9999 9 50.8398 10.1575 236 
4684 129300 TIRSCHENREUTH-LODERMUHL 10.6 0 49.8553 12.3533 500 
4685 129312 TITISEE-NEUSTADT-LANGENORDNACH -9999 9 47.9375 8.18983 870 
4688 129348 TONISVORST 14.6 0 51.2878 6.44033 37 
4689 129360 TORFHAUSIMSOLLING -9999 9 51.7593 9.55833 491 
4690 129372 TRAUNSTEIN-SPARZ -9999 9 47.8668 12.6548 626 
4691 129384 TRAUNSTEIN-AXDORF -9999 9 47.8515 12.6183 635 
4692 129396 TRAVEMUNDE -9999 9 53.9585 10.8882 2 
4693 123756 HIDDENSEE-VITTE 12.7 0 54.5727 13.1033 1 
4694 129420 TRIBSEES 13.1 0 54.0675 12.768 10 
4695 129432 TRIER-ZEWEN 14 0 49.7262 6.60783 132 
4696 129444 TROCHTELFINGEN -9999 9 48.3085 9.24217 700 
4697 129456 TROCHTELFINGEN-WILSINGEN -9999 9 48.2758 9.30867 769 
