TYPE ECA
VALUE rr
CN DE
DATE 20160518





STAID SOUID STANAME VAL VALQ LAT LON HIGH
4321 124942 LAMSPRINGE -9999 9 51.957 10.0167 214 
4322 124954 LANDSBERG(FLUGPLATZ) 1.4 0 48.0727 10.9087 621 
4323 124954 LANDSBERG(FLUGPLATZ) 1.4 0 48.0727 10.9087 621 
4324 124978 LANDSHUT -9999 9 48.5353 12.1087 393 
4325 124990 BAMBERG-ALTENBURG -9999 9 49.8757 10.869 382 
4326 100150 FRANKFURT 4.6 0 50.0412 8.59233 112 
4327 125014 BAMBERG(STERNWARTE) -9999 9 49.8847 10.887 282 
4328 125026 LANGENLIPSDORF 0 0 51.9177 13.0867 91 
4330 125050 LANGEOOG -9999 9 53.7408 7.4735 5 
4331 131146 DORPEN 0 0 52.9532 7.31817 8 
4332 125074 BADLAUCHSTADT -9999 9 51.3888 11.8747 119 
4333 125086 LAUDA-KONIGSHOFEN-GERLACHSHEIM -9999 9 49.5742 9.70917 199 
4334 125098 LAUPHEIM 5.5 0 48.2175 9.90567 539 
4335 122878 ANKLAM 0 0 53.8392 13.6847 9 
4336 125122 LECHFELD 2 0 48.1852 10.8503 550 
4337 125146 LECK 0 0 54.7888 8.94283 7 
4338 125146 LECK 0 0 54.7888 8.94283 7 
4339 125158 LEHBEK -9999 9 54.7393 9.87483 9 
4341 102388 STRAUBING 0.1 0 48.8237 12.5562 351 
4342 125194 LEINAU -9999 9 47.9075 10.608 663 
4343 125206 LEINEFELDE 0.6 0 51.3845 10.301 356 
4344 125218 LEIPZIG-HOLZHAUSEN 0 0 51.3098 12.4418 138 
4345 125230 LENNESTADT-THETEN 0 0 51.134 8.03483 286 
4346 125242 LENNINGEN-SCHOPFLOCH -9999 9 48.5377 9.52367 758 
4347 125254 BARSINGHAUSEN-HOHENBOSTEL 0 0 52.3192 9.425 110 
4348 125266 LENSAHN -9999 9 54.219 10.8847 14 
4349 125278 LENZEN/ELBE 0 0 53.1015 11.486 20 
4351 125302 KOLN-STAMMHEIM 4.1 0 50.9877 6.97367 43 
4352 125314 LICHTENHAIN-MITTELNDORF 0 0 50.937 14.2065 321 
4353 125326 BARTH 0 0 54.3377 12.7063 3 
4354 125338 BADLIEBENZELL -9999 9 48.7707 8.72433 352 
4355 125350 LILIENTAL -9999 9 48.0675 7.67333 284 
4356 131530 RUNKEL-ENNERICH 1.3 0 50.3907 8.13983 168 
4357 125374 LIMBURGERHOF -9999 9 49.4072 8.39267 96 
4358 125386 LINDENBERG/ALLGAU -9999 9 47.5927 9.88667 760 
4359 125398 LINDENFELS-WINTERKASTEN -9999 9 49.7077 8.7755 445 
4360 125410 LINGEN 0 0 52.5182 7.30483 22 
4361 125422 LIPPSTADT-BOKENFORDE 0.5 0 51.634 8.3905 92 
4362 125434 BADLOBENSTEIN 0 0 50.4512 11.6333 500 
4363 125446 BARUTH 0 0 52.0572 13.5017 55 
4364 125458 LOHNBERG-OBERSHAUSEN 1.4 0 50.558 8.23733 230 
4365 125470 LONINGEN 0.2 0 52.7205 7.7415 22 
4366 125470 LONINGEN 0.2 0 52.7205 7.7415 22 
4367 125494 LOHR/MAIN-STEINBACH -9999 9 50.0068 9.6065 161 
4368 122698 GEISENHEIM 1.3 0 49.9843 7.95267 110 
4369 121234 MANNHEIM 2.2 0 49.506 8.553 96 
4370 125530 LUBBEN-BLUMENFELDE 0 0 51.9235 13.8758 57 
4371 125554 LUBECK-BLANKENSEE 0 0 53.8063 10.704 5 
4372 125554 LUBECK-BLANKENSEE 0 0 53.8063 10.704 5 
4373 125554 LUBECK-BLANKENSEE 0 0 53.8063 10.704 5 
4374 125578 LUCHOW 0 0 52.971 11.1368 17 
4375 125590 LUDENSCHEID(ZEPPELIN-GYMNASIUM) -9999 9 51.2085 7.63533 444 
4376 125602 LUDENSCHEID 0.1 0 51.2413 7.63917 387 
4377 131518 LUDINGHAUSEN-BROCHTRUP 0.3 0 51.7675 7.51883 59 
4378 125626 LUNEBURG -9999 9 53.2668 10.4218 11 
4379 125638 LUISENTHAL(TALSPERRE) -9999 9 50.7672 10.7195 528 
4380 125650 MAINHARDT-ZIEGELBRONN -9999 9 49.0592 9.5765 473 
4381 125662 MAINZ-LERCHENBERG(ZDF) 0.9 0 49.9675 8.207 195 
4382 131542 MAISACH-GALGEN 1.6 0 48.2048 11.2027 530 
4383 125686 MALLERSDORF/NIEDERBAYERN 0.6 0 48.7735 12.2527 410 
4384 125698 KR.BAUTZENKUBSCHUTZ 0 0 51.157 14.5033 232 
4385 125710 MANDERSCHEID-SONNENHOF 2 0 50.1017 6.80117 413 
4386 125722 MANSCHNOW 0 0 52.5422 14.5418 12 
4387 125734 VATTERODE-GRAFENSTUHL -9999 9 51.6057 11.4092 240 
4388 125746 KR.MARBURG-BIEDENKOPFCOLBE 0 0 50.8502 8.77117 182 
4389 125758 MARIENBERG 0 0 50.6512 13.1423 639 
4390 125770 BADMARIENBERG 0.9 0 50.6578 7.95567 547 
4392 125794 MARTINRODA 0 0 50.734 10.8765 430 
4393 125806 HEINERSREUTH-VOLLHOF 0.5 0 49.9673 11.5192 350 
4394 125818 MAUTH-FINSTERAU -9999 9 48.9353 13.5735 1004 
4395 125830 MAYEN -9999 9 50.3222 7.225 230 
4396 132382 BUCKEBURG 0 0 52.2757 9.086 68 
4397 102404 KONSTANZ 4.8 0 47.6735 9.18783 443 
4398 125866 MEHRINGEN 0 1 51.7228 11.5075 107 
4399 125878 MEINERZHAGEN(A) -9999 9 51.0927 7.66733 506 
4400 125890 GARSEBACHBEIMEISSEN 0 0 51.125 13.4338 157 
4401 125902 MELLE -9999 9 52.2033 8.33683 89 
4402 125914 MEMMINGEN 3.2 0 47.9765 10.1368 615 
4403 125914 MEMMINGEN 3.2 0 47.9765 10.1368 615 
4404 125938 MENDIG -9999 9 50.3667 7.31667 181 
4406 125962 MEPPEN 0.1 0 52.7265 7.3265 19 
4407 125974 BAD-NEUNKIRCHENMERGENTHEIM 0.4 0 49.4735 9.75783 250 
4408 125986 MESSSTETTEN 4.5 0 48.184 8.98883 920 
4409 125998 BECKUM-UNTERBERG -9999 9 51.7197 8.055 120 
4410 126010 METTEN 0 0 48.8533 12.9188 313 
4411 126022 METZINGEN 1.3 0 48.5363 9.27117 355 
4412 126034 BEDERKESA -9999 9 53.6217 8.8265 27 
4413 126046 MICHELSTADT 1 0 49.6687 9.00717 240 
4414 126058 MICHELSTADT-VIELBRUNN 1.5 0 49.718 9.10033 453 
4415 126070 SCHMIERITZ-WELTWITZ 0 0 50.7243 11.7847 349 
4416 126082 MILTENBERG -9999 9 49.7078 9.22267 128 
4417 126094 MITTEL-GRUNDAU -9999 9 50.2243 9.1045 155 
4418 126106 MITTENWALD-BUCKELWIESEN 0 0 47.4737 11.2667 981 
4419 126118 BEERFELDEN 1.6 0 49.5577 8.968 450 
4420 126130 MODAUTAL-NEUNKIRCHEN -9999 9 49.7337 8.7735 508 
4421 122974 GRAMBEK 0 0 53.5713 10.675 27 
4422 126154 ROLLBACH 1.3 0 49.7593 9.2525 239 
4423 129346 TONISVORST 4.8 0 51.2878 6.44033 37 
4424 126178 MONTABAUR 1.1 0 50.4368 7.80383 265 
4425 126190 MORINGEN-LUTTERBECK 0.1 0 51.7197 9.83483 240 
4426 123934 HOHWACHT 0.4 0 54.319 10.6712 10 
4427 126214 MUHLACKER 3.4 0 48.9705 8.87117 244 
4428 126226 MUHLDORF 0 0 48.2747 12.5023 405 
4429 126238 MUHLHAUSEN -9999 9 51.2053 10.3913 300 
4430 126250 MUNCHEBERG 0 0 52.518 14.1217 63 
4431 100189 MUENCHEN 1.7 0 48.1585 11.5398 515 
4432 100189 MUENCHEN 1.7 0 48.1585 11.5398 515 
4433 100189 MUENCHEN 1.7 0 48.1585 11.5398 515 
4434 126298 MUNCHEN-PERLACH -9999 9 48.089 11.65 542 
4435 126310 MUNCHEN-RIEM -9999 9 48.136 11.7063 529 
4436 126322 MUNSINGEN-APFELSTETTEN 3.4 0 48.3852 9.48383 750 
4438 126346 MURRHARDT -9999 9 48.971 9.56967 344 
4439 126358 BADMUSKAU 0 0 51.5672 14.7003 125 
4440 126370 BELM 0 0 52.3175 8.169 103 
4441 126382 NAGOLD -9999 9 48.5672 8.71817 380 
4442 126394 BADNAUHEIM 0.8 0 50.3683 8.75933 142 
4443 129466 TROLLENHAGEN 0 0 53.6012 13.3035 69 
4444 126418 NEUBURG/DONAU(FLUGPLATZ) 1.1 0 48.7055 11.206 380 
4445 126430 NEUBURG/KAMMEL-LANGENHASLACH 2.8 0 48.3075 10.3735 495 
4446 126442 NEUDENAU -9999 9 49.2898 9.2705 212 
4447 126454 BENDORF -9999 9 50.4087 7.58683 127 
4448 126466 BAD-AHRWEILERNEUENAHR 1.5 0 50.5347 7.0845 111 
4449 126478 MENZ 0 0 53.1018 13.0397 77 
4450 126490 NEUHAUSAMRENNWEG 0 0 50.5008 11.1347 845 
4451 126502 NEUHAUSENOBECK -9999 9 47.9727 8.9065 793 
4452 126514 NEUHAUSENOBECK-UNTERSCHWANDORF -9999 9 47.9518 8.98983 663 
4453 126526 NEUKIRCHEN-HAUPTSCHWENDA 0.4 0 50.8893 9.40383 500 
4454 123934 HOHWACHT 0.4 0 54.319 10.6712 10 
4455 132286 PADENSTEDT(PONY-PARK) 0 0 54.019 9.92267 17 
4456 126562 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 1.7 0 50.8407 7.36983 195 
4457 126562 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 1.7 0 50.8407 7.36983 195 
4458 126586 NEUNKIRCHEN-WELLESWEILER 2.1 0 49.34 7.22483 236 
4459 126598 BENSHEIM -9999 9 49.6747 8.62367 140 
4460 126610 NEUSTADT/AISCH -9999 9 49.571 10.6008 315 
4461 126622 NEUSTADTAMKULM-FILCHENDORF 0.3 0 49.8177 11.8592 452 
4462 126634 NEUSTADT/WEINSTRASSE -9999 9 49.3548 8.13817 163 
4463 126646 NEUSTADT/WEINSTRASSE(HEIDEHOF) -9999 9 49.3427 8.1765 125 
4464 126658 NEUSTRELITZ -9999 9 53.356 13.051 64 
4465 121138 REGENSBURG 0.5 0 49.0393 12.1018 365 
4466 126682 NIDDERAU-WINDECKEN -9999 9 50.234 8.88917 180 
4467 126694 NIDEGGEN-SCHMIDT 0.6 0 50.672 6.42117 350 
4468 126178 MONTABAUR 1.1 0 50.4368 7.80383 265 
4469 126718 NIEDERSTETTEN 0.4 0 49.3928 9.95917 473 
4470 131986 HERMARINGEN-ALLEWIND 6.4 0 48.6063 10.2682 468 
4471 126742 NIENBURG 0 0 52.6702 9.22117 25 
4472 126754 REIMLINGEN 2.7 0 48.8225 10.5047 435 
4473 126766 NORVENICH(FLUGPLATZ) 0.9 0 50.824 6.6555 111 
4474 126778 NORDHOLZ(FLUGPLATZ) 0 0 53.7587 8.6545 25 
4475 109036 NORDHORN 1.8 0 -9999 -9999 -9999 
4476 126802 NURBURG -9999 9 50.3375 6.95033 627 
4477 126814 BERG/OBERPFALZ -9999 9 49.3258 11.4257 421 
4478 102380 NURNBERG 2.7 0 49.5025 11.054 314 
4479 126838 NURNBERG-NETZSTALL 2.7 0 49.4227 11.2532 368 
4480 126850 NURTINGEN -9999 9 48.6265 9.32283 280 
4481 126862 NUFRINGEN -9999 9 48.6197 8.8915 457 
4482 126874 KIEFERSFELDEN-GACH 0 0 47.6182 12.1675 518 
4483 126886 BERGEN 0 0 52.8167 9.9265 70 
4484 126898 OBERNDORF/NECKAR-AISTAIG -9999 9 48.3093 8.57117 480 
4485 126910 OBERSCHLEISSHEIM -9999 9 48.24 11.5523 484 
4486 126922 OBERSULM-WILLSBACH 3.3 0 49.124 9.352 230 
4487 126934 OBERTAUFKIRCHEN -9999 9 48.2585 12.2732 455 
4488 126946 OBERVIECHTACH 0 0 49.4518 12.4362 596 
4489 126958 OBERWESER-GIESELWERDER -9999 9 51.6018 9.53683 125 
4490 126970 OCHSENHAUSEN-MITTELBUCH -9999 9 48.0407 9.8765 626 
4491 126982 OCHSENKOPF -9999 9 50.0252 11.8053 1014 
4492 126994 OCHTRUP -9999 9 52.2033 7.17417 56 
4493 121246 OFFENBACH-WETTERPARK 0.8 0 50.0868 8.78517 119 
4494 122770 OHLSBACH 12.1 0 48.4337 7.98933 176 
4495 127030 BADBERGZABERN 2.1 0 49.1048 7.9915 252 
4496 127042 OLDENBURG(A) -9999 9 53.1018 8.2515 5 
4497 127054 OLDENBURG -9999 9 53.1735 8.17567 11 
4498 127066 OSCHATZ 0 0 51.2915 13.09 150 
4499 126370 BELM 0 0 52.3175 8.169 103 
4500 127090 OSTERFELD 0 0 51.0863 11.9255 246 
4501 127102 OSTERHOF -9999 9 49.5025 7.2735 338 
4502 127114 OSTHEIMV.D.RHON 0 0 50.453 10.2198 312 
4503 127126 OY-MITTELBERG -9999 9 47.6368 10.4262 1010 
4504 127138 OY-MITTELBERG-PETERSTHAL 3.6 0 47.6353 10.3875 872 
4505 127150 PAPENBURG -9999 9 53.0593 7.47583 7 
4506 127162 BADBERLEBURG -9999 9 51.0413 8.38483 445 
4507 127174 PARSBERG/OBERPFALZ-EGLWANG 2.1 0 49.151 11.6878 549 
4508 127186 PASSAU-MAIERHOF -9999 9 48.5757 13.4167 327 
4509 127198 PASSAU-OBERHAUS -9999 9 48.574 13.4692 409 
4510 127210 PAUSA-UNTERREICHENAU -9999 9 50.6005 11.9922 442 
4511 127222 PELZERHAKEN 0.2 0 54.0877 10.8737 1 
4512 127246 PERL-NENNIG 1.9 0 49.5353 6.37517 152 
4513 127246 PERL-NENNIG 1.9 0 49.5353 6.37517 152 
4514 127258 BAD-STUNZELBERLEBURG 1.9 0 50.9843 8.368 610 
4517 126214 MUHLACKER 3.4 0 48.9705 8.87117 244 
4518 127306 PFORZHEIM-ISPRINGEN 5.4 0 48.9263 8.69133 333 
4519 127318 PFULLENDORF 8 0 47.9345 9.286 630 
4520 129718 WAGHAUSEL-KIRRLACH 3 0 49.2407 8.53617 105 
4521 127342 PIRMASENS 3.8 0 49.1885 7.58617 390 
4522 127354 PLAUEN 0.4 0 50.4765 12.1257 386 
4523 131158 DORNICK 0.1 0 54.1667 10.3523 26 
4524 127378 POMMELSBRUNN -9999 9 49.504 11.5093 368 
4525 127390 POMMELSBRUNN-MITTELBURG 2.3 0 49.474 11.5353 522 
4528 127426 PRIEN-STOCK -9999 9 47.8557 12.3583 530 
4529 127438 BERLIN-BUCH 0 0 52.6262 13.5023 60 
4530 131542 MAISACH-GALGEN 1.6 0 48.2048 11.2027 530 
4531 127462 PUTBUS 0 0 54.3593 13.4737 40 
4532 127474 QUAKENBRUCK -9999 9 52.669 7.95317 25 
4533 100135 BERLIN-DAHLEM 0 0 52.4583 13.301 51 
4534 127498 QUEDLINBURG 0 0 51.7913 11.1265 142 
4535 127510 QUERFURT-MUHLELODERSLEBEN 0 0 51.3877 11.539 204 
4536 127534 QUICKBORN 0 0 53.734 9.87367 13 
4537 127534 QUICKBORN 0 0 53.734 9.87367 13 
4538 127546 RADOLFZELL-MARKELFINGEN -9999 9 47.7413 9.001 407 
4539 127558 RAHDEN-VARL 0 0 52.4422 8.5705 42 
4540 130234 WIELENBACH(DEMOLLSTR.) 2.8 0 47.8833 11.1553 550 
4541 127582 RASTATT -9999 9 48.842 8.1855 114 
4542 127594 RASTENBERG -9999 9 51.1733 11.4183 200 
4543 127606 RAUSCHBERGBEIRUHPOLDING -9999 9 47.7333 12.6838 1640 
4544 127618 KR.RAVENSBURGWEINGARTEN 7.9 0 47.8042 9.61967 440 
4545 127630 RECKLINGHAUSEN -9999 9 51.622 7.17633 109 
4546 127642 BERLIN-KANISWALL 0 0 52.4033 13.7263 33 
4547 132274 PIDING 1.1 0 47.7705 12.9053 458 
4549 127678 MARIENBERG-REITZENHAIN -9999 9 50.5568 13.221 764 
4550 127690 REMETSCHWIEL -9999 9 47.6742 8.152 760 
4551 127702 REMSCHEID-LENNEP 4.1 0 51.1752 7.25083 345 
4552 123922 HOHN 0 0 54.3077 9.53683 10 
4553 127726 RENNINGEN-IHINGERHOF 4.4 0 48.7393 8.92167 478 
4554 126022 METZINGEN 1.3 0 48.5363 9.27117 355 
4555 127750 RHEINAU-MEMPRECHTSHOFEN 8.6 0 48.6692 7.99067 131 
4556 111445 BERLIN-TEMPELHOF 0 0 52.4677 13.4023 48 
4557 127774 RHEINE-BENTLAGE 0.1 0 52.2868 7.38517 40 
4558 127786 RHEINFELDEN -9999 9 47.558 7.78983 287 
4559 100135 BERLIN-DAHLEM 0 0 52.4583 13.301 51 
4560 127810 KREISBIBERACHALTHEIM 3.6 0 48.1427 9.45633 533 
4561 127822 BERLIN-MARZAHN 0 0 52.5408 13.557 60 
4562 131962 TREUEN 0.1 0 50.5413 12.2853 465 
4564 127858 ROHRIGSHOFBEISCHLUCHTERN -9999 9 50.3765 9.51667 397 
4565 127870 ROETGEN -9999 9 50.6383 6.20383 440 
4566 127930 BERLIN-SCHONEFELD 0 0 52.3758 13.5262 46 
4567 127894 ROSENHEIM 0.3 0 47.8722 12.1242 444 
4568 127906 ROTENBURG(WUMME) 0 0 53.1248 9.33767 32 
4569 127918 ROTHBEINURNBERG -9999 9 49.2512 11.09 340 
4570 127930 BERLIN-SCHONEFELD 0 0 52.3758 13.5262 46 
4571 127942 ROTH 2.4 0 49.2095 11.1015 385 
4572 127954 ROTHENBURGOBDERTAUBER 0.3 0 49.3847 10.1712 415 
4573 127966 BADROTHENFELDE -9999 9 52.1032 8.17633 95 
4574 127978 ROTTENBURG-KIEBINGEN -9999 9 48.4695 8.96833 360 
4575 121150 BERLIN-TEGEL 0 0 52.5593 13.3063 36 
4576 128002 ROTTWEIL 2.7 0 48.1758 8.63483 588 
4577 128014 BADKREUZNACH 0.1 0 49.851 7.87017 102 
4578 131158 DORNICK 0.1 0 54.1667 10.3523 26 
4579 128038 RUPPERTSECKEN 1.4 0 49.642 7.88383 461 
4580 128050 RUSEL-IRLMOOS -9999 9 48.8732 13.0503 797 
4581 121150 BERLIN-TEGEL 0 0 52.5593 13.3063 36 
4582 128074 RUTESHEIM -9999 9 48.802 8.954 449 
4584 131290 SAARBRUCKEN-BURBACH 2.4 0 49.2383 6.93433 190 
4585 128110 SACHSENHEIM 2.2 0 48.9547 9.06983 248 
4587 128134 SALDENBURG-ENTSCHENREUTH 0 0 48.7838 13.3095 456 
4588 100135 BERLIN-DAHLEM 0 0 52.4583 13.301 51 
4589 128158 SALZGITTER-RINGELHEIM -9999 9 52.0353 10.304 138 
4590 128170 SALZHEMMENDORF-LAUENSTEIN -9999 9 52.0742 9.55183 175 
4591 128182 BADSALZUFLEN 0 0 52.1033 8.75183 135 
4592 128194 SALZWEDEL -9999 9 52.8548 11.1398 23 
4593 128206 SANDBERG 0 0 50.3518 10.0025 510 
4594 128218 SANKTPETER-ORDING 0 0 54.3243 8.60167 5 
4595 129250 THOLEY 1.1 0 49.4713 7.03683 386 
4596 129250 THOLEY 1.1 0 49.4713 7.03683 386 
4597 128254 BAD-OSTINGHAUSENSASSENDORF -9999 9 51.634 8.18617 81 
4598 128266 SCHAAFHEIM-SCHLIERBACH 1.8 0 49.9188 8.9675 155 
4599 122458 FREIBURG 9.1 0 48.0212 7.8345 236 
4600 128290 SCHAUMBERG-THOLEY -9999 9 49.4858 7.02433 569 
4601 125098 LAUPHEIM 5.5 0 48.2175 9.90567 539 
4602 128314 SCHENKLENGSFELD -9999 9 50.8173 9.8415 314 
4603 128326 SCHESSLITZ -9999 9 49.9722 11.0377 317 
4604 128338 SCHIEDER -9999 9 51.9078 9.1525 155 
4605 128350 SCHIERKE 0 0 51.7667 10.653 609 
4606 128362 BERNBURG/SAALE(NORD) 0 0 51.8205 11.7068 84 
4607 128374 SCHLEIZ 0 0 50.569 11.8033 501 
4608 102193 SCHLESWIG 0 0 54.524 9.54283 43 
4609 128398 SCHLOSSBOCKELHEIM -9999 9 49.7915 7.7555 170 
4610 128410 SCHLUCHTERN-KLOSTERGOMFRITZ -9999 9 50.3848 9.53533 375 
4611 128422 SCHLUCHTERN-HEROLZ 0.2 0 50.3407 9.553 230 
4612 128434 SCHMALENBECK -9999 9 53.6578 10.2533 45 
4613 128446 SCHMALKALDEN 0.1 0 50.7225 10.4532 330 
4615 128470 SCHMELZ-HUTTERSDORF -9999 9 49.4205 6.8375 223 
4616 128482 GROSSENKNETEN 0 0 52.9343 8.23467 44 
4617 128494 SCHMUCKE 0 0 50.6533 10.7692 937 
4618 128506 SCHNEIFELFORSTHAUS 5.1 0 50.3 6.41683 649 
4619 128518 BERNKASTEL-KUES -9999 9 49.9177 7.0675 120 
4620 128530 SELB/OBERFRANKEN-LAUTERBACH 0 0 50.2033 12.1403 609 
4621 128542 SCHOPFHEIM-EICHEN -9999 9 47.6415 7.83983 400 
4622 128554 SCHORNDORF-KNOBLING 0 0 49.1593 12.6182 399 
4623 128566 SCHOTTEN 0.3 0 50.4897 9.121 265 
4624 128578 SCHULENBERG -9999 9 51.8362 10.4262 504 
4625 128590 SCHWABACH(A) -9999 9 49.3228 11.0078 343 
4626 131350 SCHWABISCHGMUND-WEILER 2.9 0 48.769 9.87167 413 
4627 128614 SCHWABISCHHALL-BIBERSFELD -9999 9 49.0763 9.68617 349 
4628 111524 MUENCHEN-FLUGHAFEN 1.8 0 48.3548 11.8055 444 
4629 128638 BADSCHWALBACH -9999 9 50.1377 8.058 320 
4630 128650 SCHWANDORF 0.1 0 49.324 12.0863 356 
4631 128662 SCHWANEBECK -9999 9 51.9592 11.1198 117 
4632 128674 SCHWANGAU-HORN -9999 9 47.5733 10.7182 792 
4633 128686 SCHWARZBURG 0 0 50.6407 11.19 277 
4634 128698 BERUS 3.9 0 49.2592 6.686 363 
4635 128710 SCHWEINFURT-GARTENSTADT -9999 9 50.055 10.2168 240 
4636 128722 SCHWESING -9999 9 54.5175 9.13917 37 
4637 128734 SEEHAUSEN 0 0 52.889 11.725 21 
4638 126562 NEUNKIRCHEN-SEELSCHEID-KRAWINKEL 1.7 0 50.8407 7.36983 195 
4639 128758 SEESEN 0 0 51.9033 10.1873 186 
4640 129754 WITTENBORN 0.2 0 53.9195 10.225 39 
4641 128530 SELB/OBERFRANKEN-LAUTERBACH 0 0 50.2033 12.1403 609 
4642 128794 SIEGEN(KLARANLAGE) 0.4 0 50.8527 7.99183 263 
4643 128806 SIGMARINGEN(FLUGPLATZ) -9999 9 48.1 9.25 645 
4644 128818 SIGMARINGEN-LAIZ 2.6 0 48.0703 9.1905 580 
4645 128830 SIGMARSZELL-ZEISERTSWEILER 8.7 0 47.5737 9.73833 507 
4646 128842 SILBERHUTTE -9999 9 49.7563 12.3877 819 
4647 128854 SIMBACH/INN 0 0 48.2703 13.024 360 
4648 128866 SIMMERN-WAHLBACH 1.8 0 50.001 7.5915 437 
4649 128878 SINSHEIM -9999 9 49.2407 8.87433 169 
4650 128890 STEINAU-SEIDENROTH -9999 9 50.2868 9.4555 342 
4651 130582 WUPPERTAL-BUCHENHOFEN 3 0 51.2222 7.1035 130 
4652 128914 SOLTAU 0 0 52.957 9.79133 76 
4653 128926 SONDERSHAUSEN -9999 9 51.3518 10.9042 216 
4654 128938 WARTHAUSEN-BIRKENHARD -9999 9 48.1222 9.759 599 
4655 128950 SONNEBERG-NEUFANG -9999 9 50.372 11.1838 626 
4656 128962 SONTRA 0.4 0 51.057 9.92317 365 
4657 128974 BADSOODEN-ALLENDORF -9999 9 51.2755 9.98483 199 
4658 128986 SPEINSHART -9999 9 49.7853 11.8202 424 
4659 128998 SPOREN-PRUSSENDORF -9999 9 51.6032 12.1063 87 
4660 129010 BIEDENKOPF -9999 9 50.9192 8.52333 349 
4661 129022 STAMMBACH-QUERENBACH -9999 9 50.1525 11.7383 598 
4662 129034 STEGEN -9999 9 47.986 7.94183 363 
4663 129046 KR.CUXHAVENSTEINAU 0 0 53.6907 8.87167 1 
4664 129058 STEINBERG -9999 9 51.3585 9.68817 500 
4665 129070 MITTELNKIRCHEN-HOHENFELDE 0 0 53.5517 9.6055 1 
4666 129082 STIEGE -9999 9 51.6682 10.8833 494 
4667 129094 STOCKACH -9999 9 47.856 9.00983 532 
4668 129106 WAGERSROTT 0 0 54.6667 9.80267 40 
4669 129118 STUTTGART(NECKARTAL) -9999 9 48.7877 9.21733 224 
4670 129130 STUTTGART-STADT -9999 9 48.7688 9.17617 286 
4671 129142 STUTTGART-HOHENHEIM -9999 9 48.7087 9.20617 401 
4672 131422 DEMKER 0 0 52.505 11.8538 36 
4673 129166 TANN/RHON 0.3 0 50.637 10.0205 395 
4674 129178 TAUBERBISCHOFSHEIM-DITTIGHEIM -9999 9 49.6078 9.672 179 
4675 129190 TEGKWITZ 0 0 50.974 12.34 193 
4676 129202 TETEROW 0 0 53.7575 12.5548 38 
4677 129214 WORPSWEDE-HUTTENBUSCH 0 0 53.2732 8.98533 7 
4678 129226 TEUSCHNITZ 0 0 50.4008 11.3875 633 
4680 129250 THOLEY 1.1 0 49.4713 7.03683 386 
4681 129262 BISCHBRUNN -9999 9 49.872 9.48683 412 
4682 129274 THUNGERSHEIM -9999 9 49.8758 9.84117 185 
4683 129286 TIEFENORT -9999 9 50.8398 10.1575 236 
4684 129298 TIRSCHENREUTH-LODERMUHL 0 0 49.8553 12.3533 500 
4685 129310 TITISEE-NEUSTADT-LANGENORDNACH -9999 9 47.9375 8.18983 870 
4688 129346 TONISVORST 4.8 0 51.2878 6.44033 37 
4689 129358 TORFHAUSIMSOLLING -9999 9 51.7593 9.55833 491 
4690 129370 TRAUNSTEIN-SPARZ -9999 9 47.8668 12.6548 626 
4691 129382 TRAUNSTEIN-AXDORF -9999 9 47.8515 12.6183 635 
4692 129394 TRAVEMUNDE -9999 9 53.9585 10.8882 2 
4693 123754 HIDDENSEE-VITTE 0 1 54.5727 13.1033 1 
4694 129418 TRIBSEES 0 0 54.0675 12.768 10 
4695 129430 TRIER-ZEWEN 1.1 0 49.7262 6.60783 132 
4696 129442 TROCHTELFINGEN -9999 9 48.3085 9.24217 700 
4697 129454 TROCHTELFINGEN-WILSINGEN -9999 9 48.2758 9.30867 769 
4698 129466 TROLLENHAGEN 0 0 53.6012 13.3035 69 
4699 129478 TROSTBERG 0.3 0 48.0257 12.5378 559 
4700 129490 TUBINGEN -9999 9 48.519 9.0515 370 
4701 129502 TUTTLINGEN -9999 9 48.0055 8.818 649 
4702 122710 GEISINGEN 2.6 0 47.9217 8.64217 672 
4703 129526 TWISTETAL-MUHLHAUSEN 0 0 51.3347 8.9085 295 
4704 102404 KONSTANZ 4.8 0 47.6735 9.18783 443 
4705 129550 UECKERMUNDE 0 0 53.7408 14.0683 1 
4706 129562 UELZEN 0 0 52.939 10.5247 50 
4707 129574 GOLLHOFEN 0.4 0 49.5718 10.189 308 
4708 129586 ULM -9999 9 48.384 9.95233 567 
4709 129598 UMMENDORF 0 0 52.157 11.1727 162 
4710 122050 FASSBERG 0 0 52.9182 10.1837 73 
4711 121882 MOHRENDORF-KLEINSEEBACH 2 0 49.6503 11.005 268 
4712 129634 VILLINGEN-SCHWENNINGEN 3.1 0 48.0408 8.457 720 
4713 128482 GROSSENKNETEN 0 0 52.9343 8.23467 44 
4714 129658 VOLKLINGEN-STADT -9999 9 49.2555 6.857 220 
4715 129670 VOGTSBURG-OBERROTWEIL -9999 9 48.0883 7.63483 223 
4716 122122 HAMELN-HASTENBECK 0 1 52.0765 9.40483 77 
4719 129718 WAGHAUSEL-KIRRLACH 3 0 49.2407 8.53617 105 
4720 132226 NEU-ULRICHSTEIN 0 0 50.7518 9.02067 350 
4721 129742 WAHLSBURG-LIPPOLDSBERG 0.6 0 51.6183 9.57283 176 
4722 129754 WITTENBORN 0.2 0 53.9195 10.225 39 
